1,アルバイト1
2,アルバイト2
3,アルバイト3
4,アルバイト4
5,アルバイト5
6,アルバイト6
7,アルバイト7
8,アルバイト8
9,アルバイト9
10,アルバイト10
11,社員1
12,社員2
13,社員3
14,社員4
15,社員5
16,社員6
17,社員7
18,社員8
19,社員9
20,社員10
98,オーダ端末
