#ItemCode,ItemName,Price,TaxPrice,MasterPrice
8214,香味油&石?\n?油拉面,0,0,0
8225,甘薯天??,0,0,0
8233,洋葱天????,0,0,0
8237,泡芙冰淇淋,0,0,0
8238,抹茶蕨?,0,0,0
8257,金??中肥,0,0,0
8268,扇?,0,0,0
8294,北寄?,0,0,0
8295,江?前?味北寄?,0,0,0
8298,洋葱?&三文?（加蛋黄?）,0,0,0
8300,金??,50,55,55
8301,??金??,50,55,55
8310,豪爽??天??,60,65,65
8311,豪爽??天??（配蛋黄?）,60,65,65
8314,三文?,50,55,55
8323,?,50,55,55
8328,??天??握寿司,60,65,65
8329,??天??握寿司（配蛋黄?）,60,65,65
8344,煮星?,87,95,95
8345,?蛋卷,50,55,55
8353,稻荷寿司,50,55,55
8355,金??糜,50,55,55
8368,?豆??卷,50,55,55
8371,沙拉??卷,50,55,55
8402,蛋黄&金??糜??卷,50,55,55
8552,玉米,100,110,110
8573,,1010,1110,1110
8575,玉米,50,55,55
8580,?庵??卜卷（加青紫?叶、芝麻）,119,130,130
8587,金??糜,0,0,0
8611,??果?配香草冰淇淋,0,0,0
8617,玄天天然竹??比?品?（生、??）,328,360,360
8637,??子??卷,100,110,110
8649,??子??卷,50,55,55
8672,???油蛋?,0,0,0
8673,?厚?培芝士蛋?,0,0,0
8674,香草冰淇淋,0,0,0
8711,金??糜配?庵??卜,100,110,110
8713,碎切金????卷,110,120,120
8720,三文?配柚子?,0,0,0
8726,醋?肥青花?配柚子?,0,0,0
8728,合?里脊肉,0,0,0
8729,合?里脊肉（配洋葱&蛋黄?）,0,0,0
8737,蛋黄&?豆??卷,0,0,0
8738,牛肉?雨煮??卷,0,0,0
8753,金??糜配?庵??卜,50,55,55
8773,碎切金??&山?泥??卷,110,120,120
8903,零度可口可?,173,190,190
8926,炙?牛五花肉,0,0,0
8946,蛋黄山?泥??卷,0,0,0
8983,七味辣椒粉,0,0,0
8984,蛋黄?,0,0,0
8985,胡椒,0,0,0
8986,可口可? M,173,190,190
8987,甜瓜?打水 M,173,190,190
8988,可尓必思 M,173,190,190
8989,可尓必思?打水 M,173,190,190
8990,??茶 M,173,190,190
8991,爽健美茶 M,173,190,190
8992,干姜 M,173,190,190
9039,蛋黄山?泥??卷,60,65,65
9097,照??堡牛肉?,0,0,0
9098,照??堡牛肉?配蛋黄?,0,0,0
9161,照??堡牛肉?,50,55,55
9162,照??堡牛肉?配蛋黄?,50,55,55
9164,醋?肥青花?,60,65,65
9185,??子&蛋黄?,50,55,55
9262,照??堡牛肉?,100,110,110
9263,照??堡牛肉?配蛋黄?,100,110,110
9288,醋?肥青花?,119,130,130
9304,小?蛋?,173,190,190
9322,,664,730,730
9360,醋?肥青花???卷,119,130,130
9465,??子&蛋黄?,100,110,110
9721,巧克力蛋?,0,0,0
9746,醋?肥青花?,0,0,0
9747,??三文?肥,0,0,0
9780,外??用商品甜醋生姜（150g）,195,210,210
9782,外??用商品原?寿司?油360ml|（西日本）,454,490,490
9783,外??用商品原????油360ml,454,490,490
9785,外??用商品原?出汁?油360ml,454,490,490
9787,外??用商品河童茶（粉末?米茶）30g,213,230,230
9793,外??用商品河童寿司?油3瓶套装（西日本）,1352,1460,1460
9866,活?真?,0,0,0
9867,活?真? ??,0,0,0
9890,蟹柳沙拉??卷,0,0,0
9906,?科嘴,0,0,0
9917,??子&蛋黄?,0,0,0
9955,生?配???檬,0,0,0
9958,???味赤??,0,0,0
9963,芝麻&青紫?叶\n稻荷寿司,0,0,0
9965,炸?天??卷,0,0,0
9991,老年人?惠?\n（折扣券）,0,0,0
9992,外?容器（小）,100,110,110
9993,外?容器,100,110,110
9994,外?容器（大）,100,110,110
9995,外?点??,0,0,0
9997,外?容器（小）,0,0,0
9998,外?容器（大）,0,0,0
