1,01_キャンペーン･期間限定
2,02_おすすめネタ
3,03_にぎり①
4,04_にぎり②
5,05_シャリハーフあり商品
6,06_一貫提供商品
7,07_軍艦
8,08_サイドメニューなど
9,09_デザート・ドリンク
10,10_お持ち帰り商品・丼・ランチメニュー
