#ItemCode,ItemName,Price,TaxPrice,MasterPrice
7789,▼▼かつおたたき(ｼｬﾘﾊｰﾌ),191,210,210
7794,1貫)とろｻｰﾓﾝ(ｼｬﾘﾊｰﾌ,96,105,105
7795,1貫)生えび(ｼｬﾘﾊｰﾌ),96,105,105
7797,まぐろ・いか二種(ｼｬﾘﾊｰﾌ),100,110,110
7798,まぐろ・えび二種(ｼｬﾘﾊｰﾌ),100,110,110
7800,炙り〆にしん(ｼｬﾘﾊｰﾌ),137,150,150
7801,合鴨ロース(ｼｬﾘﾊｰﾌ),100,110,110
7803,1貫)炙り〆にしん(ｼｬﾘﾊｰﾌ,69,75,75
7804,1貫)合鴨ロース(ｼｬﾘﾊｰﾌ),50,55,55
7805,1貫)うなぎ(ｼｬﾘﾊｰﾌ),173,190,190
7806,▼1貫）うなぎ炙り(ｼｬﾘﾊｰﾌ,210,230,230
7807,1貫)豚タン塩ダレ(ｼｬﾘﾊｰﾌ,100,110,110
7811,▼1貫)ほたて(ｼｬﾘﾊｰﾌ),191,210,210
7814,1貫)石垣貝（ｼｬﾘﾊｰﾌ）,119,130,130
7818,まぐろ二種盛り(ｼｬﾘﾊｰﾌ),100,110,110
7819,1貫)まぐろ(ｼｬﾘﾊｰﾌ),50,55,55
7820,1貫)びん長まぐろ(ｼｬﾘﾊｰﾌ,50,55,55
7821,1貫)いか(ｼｬﾘﾊｰﾌ),50,55,55
7822,1貫)サーモン(ｼｬﾘﾊｰﾌ),50,55,55
7824,1貫)えび(ｼｬﾘﾊｰﾌ),50,55,55
7825,1貫)煮穴子(ｼｬﾘﾊｰﾌ),87,95,95
7826,1貫)玉子(ｼｬﾘﾊｰﾌ),50,55,55
7827,1貫)とろ〆さば(ｼｬﾘﾊｰﾌ),60,65,65
7828,1貫)生たこ(ｼｬﾘﾊｰﾌ),87,95,95
7829,とろ〆さば(ｼｬﾘﾊｰﾌ),119,130,130
7830,生たこ(ｼｬﾘﾊｰﾌ),173,190,190
7835,▼1貫)赤えび(ｼｬﾘﾊｰﾌ),191,210,210
7840,▼つぶ貝(ｼｬﾘﾊｰﾌ),210,230,230
7848,▼とろサーモン(ｼｬﾘﾊｰﾌ),191,210,210
7852,▼生えび(ｼｬﾘﾊｰﾌ),191,210,210
7874,▼赤貝(ｼｬﾘﾊｰﾌ),210,230,230
7879,▼▼▼1貫)中とろ(ｼｬﾘﾊｰﾌ,282,310,310
7883,1貫かつおたたき（ｼｬﾘﾊｰﾌ),100,110,110
7885,1貫)活〆はまち(ｼｬﾘﾊｰﾌ),100,110,110
7887,▼えんがわ(ｼｬﾘﾊｰﾌ),191,210,210
7889,1貫)えんがわ(ｼｬﾘﾊｰﾌ),96,105,105
7918,玉ﾈｷﾞの汁物と茶碗蒸し,364,400,400
7965,卵黄ねぎとろ軍艦,100,110,110
8006,ピーチウーロン,446,490,490
8008,玉乃光 酒魂 熱燗,810,890,890
8013,金黒(お湯割り),482,530,530
8014,金黒(水割り),482,530,530
8015,金黒(ロック),482,530,530
8018,ブラックニッカハイボール,446,490,490
8020,プレーンサワー,446,490,490
8021,生搾りレモンサワー,446,490,490
8023,玉乃光 酒魂 冷酒,810,890,890
8028,松竹梅　豪快　辛口(熱燗),573,630,630
8030,松竹梅　豪快　辛口(冷酒),573,630,630
8032,生ビール(大),900,990,990
8034,アサヒドライゼロ,446,490,490
8041,生ビール（中）,537,590,590
8053,アイスコーヒー,173,190,190
8054,ホットコーヒー,173,190,190
8063,アサヒゼロ,482,530,530
8076,スパークリング清酒_澪,573,630,630
8082,松竹梅　豪快(冷や常温),573,630,630
8094,からだすこやか茶W,237,260,260
8110,お椀・フォーク,0,0,0
8116,甘ガリ,0,0,0
8121,れんげ,0,0,0
8135,●焼きサーモン,0,0,0
8136,●とろサーモン,0,0,0
8137,●生えび,0,0,0
8138,●えび,0,0,0
8140,●蒸しホタテ,0,0,0
8144,●生たこ,0,0,0
8146,●つぶ貝,0,0,0
8148,●赤貝,0,0,0
8150,●えびマヨ炙り,0,0,0
8151,●えびマヨペッパー炙り,0,0,0
8152,●えんがわ(大葉),0,0,0
8153,●煮穴子,0,0,0
8156,●玉子,0,0,0
8157,●いなり,0,0,0
8159,●うなぎ,0,0,0
8161,●えび天にぎり,0,0,0
8162,●えび天にぎり(マヨ),0,0,0
8166,●ｱﾎﾞｶﾄﾞｻｰﾓﾝ,0,0,0
8167,●浜焼き風えび,0,0,0
8168,●ｱﾎﾞｶﾄﾞえび,0,0,0
8172,●ねぎとろ軍艦,0,0,0
8173,●まぐたく軍艦,0,0,0
8175,●真さば竜田にぎり,0,0,0
8176,●いくら,0,0,0
8178,●マヨてりやきチキン,0,0,0
8180,●納豆軍艦,0,0,0
8181,●かにみそ,0,0,0
8182,●甘海老軍艦,0,0,0
8183,●サラダ,0,0,0
8184,●感動コーン,0,0,0
8185,●いかオクラめかぶ軍艦,0,0,0
8186,●マヨ甘海老軍艦,0,0,0
8190,●かっぱ巻,0,0,0
8191,●鉄火巻,0,0,0
8193,●納豆巻,0,0,0
8194,●たらこ軍艦,0,0,0
8197,●茶碗蒸し,0,0,0
8200,●枝豆,0,0,0
8208,●あおさの赤だし,0,0,0
8210,●貝の赤だし,0,0,0
8211,●ねぎとろ巻,0,0,0
8212,●きつねうどん,0,0,0
8213,●えび天うどん,0,0,0
8214,●醤油ラーメン,0,0,0
8225,●さつまいも天盛り,0,0,0
8233,●玉ねぎ天盛り,0,0,0
8237,●さっぱりシューアイス,0,0,0
8238,●抹茶わらび餅,0,0,0
8257,●1貫)中とろ,0,0,0
8268,●ほたて,0,0,0
8294,●1貫)ほっき貝,0,0,0
8295,●1貫)江戸前風ほっき貝,0,0,0
8298,●オニオンサーモンマヨ,0,0,0
8300,1貫)まぐろ,50,55,55
8301,1貫)びん長まぐろ,50,55,55
8310,1貫)いか天にぎり,60,65,65
8311,1貫)いか天にぎり(マヨ),60,65,65
8314,1貫)サーモン,50,55,55
8323,1貫)えび,50,55,55
8328,1貫)えび天にぎり,60,65,65
8329,1貫)えび天にぎり(ﾏﾖ,60,65,65
8344,1貫)煮穴子,87,95,95
8345,1貫)玉子,50,55,55
8353,1貫)いなり,50,55,55
8355,1貫)ねぎとろ軍艦,50,55,55
8368,1貫)納豆軍艦,50,55,55
8371,1貫)サラダ軍艦,50,55,55
8402,1貫)卵黄ねぎとろ軍艦,50,55,55
8552,感動コーン,100,110,110
8573,3種の貝三昧と人気ﾈﾀ三昧,1010,1110,1110
8575,1貫)感動コーン,50,55,55
8580,大葉入りごまたくあん巻,119,130,130
8587,●ねぎとろにぎり,0,0,0
8611,●コーヒーゼリー＆バニラ,0,0,0
8617,▼▼▼玄天あじ食べ比べ,328,360,360
8637,たらこ軍艦,100,110,110
8649,1貫)たらこ軍艦,50,55,55
8672,●クリームケーキ,0,0,0
8673,●ベイクドチーズケーキ,0,0,0
8674,●バニラアイス,0,0,0
8711,まぐたく軍艦,100,110,110
8713,まぐろぶつ軍艦　,110,120,120
8720,●柚子塩サーモン,0,0,0
8726,●柚子塩とろ〆さば,0,0,0
8728,●合鴨ロース,0,0,0
8729,●合鴨オニオンマヨ,0,0,0
8737,●卵黄納豆軍艦,0,0,0
8738,●牛しぐれ煮軍艦,0,0,0
8753,1貫)まぐたく軍艦,50,55,55
8773,山かけまぐろぶつ軍艦,110,120,120
8903,Mコカ・コーラゼロ,173,190,190
8926,●牛カルビ炙り,0,0,0
8946,●卵黄とろろ軍艦,0,0,0
8983,七味,0,0,0
8984,マヨネーズ,0,0,0
8985,こしょう,0,0,0
8986,Ｍコカ・コーラ,173,190,190
8987,Ｍメロンソーダ,173,190,190
8988,Ｍカルピス,173,190,190
8989,Ｍカルピスソーダ,173,190,190
8990,Ｍ烏龍茶,173,190,190
8991,Ｍ爽健美茶,173,190,190
8992,Ｍジンジャーエール,173,190,190
9039,1貫)卵黄とろろ軍艦,60,65,65
9097,●てりやきハンバーグ,0,0,0
9098,●てりやきハンバーグマヨ,0,0,0
9161,1貫)てりやき\nハンバーグ,50,55,55
9162,1貫)てりやきマヨ\nハンバーグ,50,55,55
9164,1貫)とろ〆さば,60,65,65
9185,1貫)たらこマヨ軍艦,50,55,55
9262,てりやきハンバーグ,100,110,110
9263,マヨてりやきハンバーグ,100,110,110
9288,とろ〆さば,119,130,130
9304,カプセルトイコイン,173,190,190
9322,ﾙﾏﾝﾄﾞプリンといちご杏仁,664,730,730
9360,とろ〆さば軍艦,119,130,130
9465,たらこマヨ軍艦,100,110,110
9721,●チョコレートケーキ,0,0,0
9746,●とろ〆さば,0,0,0
9747,●塩炙りとろサーモン,0,0,0
9780,TO甘酢生姜(150ｇ),195,210,210
9782,TO寿司醤油360ml(関西),454,490,490
9783,TO減塩醤油360ml,454,490,490
9785,TOだし醤油360ml,454,490,490
9787,TOかっぱ茶30ｇ,213,230,230
9793,TO醤油3本ｾｯﾄ(関西),1352,1460,1460
9866,●活〆真鯛,0,0,0
9867,●活〆真鯛塩炙り,0,0,0
9890,●かにカマサラダ軍艦,0,0,0
9906,おちょこ,0,0,0
9917,●たらこマヨ軍艦,0,0,0
9955,●塩レモン生えび,0,0,0
9958,●浜焼き風　あかいかゲソ,0,0,0
9963,●ごま大葉いなり,0,0,0
9965,●えび天巻,0,0,0
9991,プラチナ優待カード,0,0,0
9992,有料桶（小）,100,110,110
9993,有料桶(中）,100,110,110
9994,有料桶（大）,100,110,110
9995,持ち帰り注文用紙,0,0,0
9997,持ち帰り容器\n小,0,0,0
9998,持ち帰り容器\n大,0,0,0
